occasion_text,outfit,gender,season
spring evening date night male,blue polo shirt with yellow sweatpants with maroon jacket with beige loafers,male,all
interview female,green cocktail dress with black heels with brown hat,female,summer
fall evening beach male,brown polo shirt with red dress pants with black vest with green dress shoes,male,spring
summer evening business meeting female,yellow sundress with beige flats with blue jewelry,female,summer
evening presentation unisex,brown button-down with white sweatpants with brown sneakers with red sunglasses,unisex,winter
night gala male,beige sweater with yellow sweatpants with white coat with pink dress shoes,male,spring
fall daytime office male,pink dress shirt with brown jeans with gray blazer with white sneakers,male,summer
shopping male,red sweater with olive jeans with yellow dress shoes with black belt,male,summer
birthday party unisex,green t-shirt with green chinos with beige boots with blue backpack,unisex,fall
spring evening sports female,yellow sundress with beige coat with black heels,female,all
evening birthday party male,black sweater with black jeans with navy vest with brown dress shoes with gray belt,male,winter
summer daytime birthday party male,pink sweater with yellow shorts with white sneakers with maroon belt,male,spring
fall anniversary unisex,gray t-shirt with gray shorts with maroon boots,unisex,summer
daytime movie night female,gray cocktail dress with yellow coat with blue heels with brown purse,female,spring
sports unisex,red t-shirt with red jeans with maroon vest with white sneakers with yellow backpack,unisex,summer
evening hiking male,maroon polo shirt with navy chinos with brown coat with maroon dress shoes with blue hat,male,spring
date night female,brown sundress with yellow sandals,female,winter
summer wedding female,green maxi dress with blue flats,female,spring
evening office unisex,olive sweater with pink shorts with blue sneakers with white hat,unisex,winter
spring daytime brunch unisex,pink hoodie with gray chinos with pink sneakers with olive hat,unisex,spring
business meeting female,pink maxi dress with red cardigan with pink flats with blue scarf,female,all
night presentation female,gray maxi dress with olive cardigan with yellow boots,female,summer
spring anniversary female,black wrap dress with white coat with blue flats with green scarf,female,spring
anniversary female,olive blouse with olive shorts with beige cardigan with maroon flats with gray hat,female,winter
shopping male,yellow dress shirt with yellow sweatpants with black vest with navy sneakers,male,summer
winter daytime birthday party unisex,gray sweater with yellow shorts with navy sandals,unisex,summer
winter evening business meeting female,olive t-shirt with brown dress pants with olive blazer with brown boots,female,fall
evening movie night male,yellow sweater with blue dress pants with olive dress shoes with pink watch,male,spring
spring night gala male,black t-shirt with gray jeans with beige coat with black dress shoes,male,fall
movie night unisex,red button-down with black sweatpants with brown coat with maroon boots with red sunglasses,unisex,all
date night unisex,olive hoodie with maroon sweatpants with brown coat with blue sneakers,unisex,spring
spring evening sports unisex,blue hoodie with brown jeans with maroon vest with navy sneakers,unisex,summer
summer presentation female,beige maxi dress with beige jacket with pink boots with brown jewelry,female,summer
night picnic male,beige dress shirt with maroon dress pants with pink vest with green boots with maroon watch,male,winter
summer daytime business meeting female,red blouse with yellow shorts with blue sandals,female,winter
summer evening presentation unisex,green hoodie with pink jeans with olive sneakers,unisex,winter
gala male,blue dress shirt with maroon sweatpants with white blazer with beige loafers,male,winter
winter evening date night unisex,red sweater with beige jeans with navy vest with navy boots,unisex,summer
night business meeting female,white wrap dress with white coat with gray heels with green purse,female,spring
summer evening hiking unisex,pink t-shirt with navy chinos with blue jacket with maroon sneakers,unisex,winter
night movie night female,gray t-shirt with green skirt with gray sandals with beige purse,female,spring
night hiking male,red polo shirt with pink jeans with black coat with olive loafers,male,all
date night male,navy dress shirt with navy shorts with gray coat with brown dress shoes with beige watch,male,all
winter evening movie night female,olive cocktail dress with yellow coat with gray boots,female,winter
conference unisex,navy sweater with yellow jeans with yellow boots with red backpack,unisex,spring
spring date night unisex,yellow sweater with navy shorts with pink jacket with beige sandals with red backpack,unisex,all
wedding female,pink t-shirt with pink skirt with gray heels,female,fall
summer evening holiday party unisex,green sweater with olive sweatpants with maroon jacket with white sneakers,unisex,winter
summer daytime holiday party male,maroon sweater with navy sweatpants with gray coat with black boots with brown belt,male,all
evening presentation female,red t-shirt with beige shorts with blue cardigan with green sandals with black scarf,female,fall
winter hiking male,beige sweater with red sweatpants with blue jacket with white dress shoes,male,all
anniversary male,olive hoodie with yellow jeans with blue blazer with gray dress shoes with green hat,male,spring
fall evening business meeting male,beige dress shirt with red dress pants with navy blazer with pink loafers,male,fall
fall daytime anniversary unisex,red button-down with gray shorts with beige sneakers with pink hat,unisex,winter
birthday party male,gray sweater with green jeans with olive blazer with green loafers,male,all
presentation female,blue cocktail dress with yellow flats,female,spring
interview male,blue t-shirt with beige sweatpants with maroon sneakers,male,fall
fall evening birthday party female,blue maxi dress with blue blazer with green flats,female,summer
daytime interview unisex,gray t-shirt with red jeans with red coat with green sandals with yellow backpack,unisex,winter
